0 ~Spinner Ninjago  6 x  6 x  1.333 Type 1 Top - Outer Surface
4 16 36.528 8 47.604 35.9192 8 46.8106 29.5 8 51.094 30 8 51.96
4 16 30 8 51.96 29.5 8 51.094 22.5793 8 54.5101 22.962 8 55.434
4 16 22.962 8 55.434 22.5793 8 54.5101 15.2692 8 56.9881 15.528 8 57.954
4 16 15.528 8 57.954 15.2692 8 56.9881 7.6995 8 58.4926 7.83 8 59.484
4 16 7.83 8 59.484 7.6995 8 58.4926 0 8 59 0 8 60
4 16 7.6022 8 -59 8 10 -59 8 10 -58.4334 7.6022 8 -58.4994
3 16 7.6022 8 -58.4994 7.6995 8.4916 -58.4926 7.6995 8 -58.4926
3 16 7.6995 8 -58.4926 7.6995 8.4916 -58.4926 8 10 -58.4334
4 16 8 10 -59 7.3912 13.0616 -59 7.8011 11 -58.4729 8 10 -58.4334
4 16 7.6995 8 -58.4926 7.6995 8.4916 -58.4926 8 10 -58.4334 15.2692 8 -56.9881
4 16 8 10 -58.4334 7.8011 11 -58.4729 15.2692 11 -56.9881 15.2692 8 -56.9881
4 16 15.2692 8 -56.9881 15.2692 11 -56.9881 22.5793 11 -54.5101 22.5793 8 -54.5101
4 16 22.5793 8 -54.5101 22.5793 11 -54.5101 29.5 11 -51.094 29.5 8 -51.094
4 16 29.5 8 -51.094 29.5 11 -51.094 35.9192 11 -46.8106 35.9192 8 -46.8106
4 16 35.9192 8 -46.8106 35.9192 11 -46.8106 39.7846 11 -43.4173 39.7846 8 -43.4173
4 16 39.7846 8 -43.4173 39.7846 11 -43.4173 41.7189 13.5 -41.7189 41.7189 10.5 -41.7189
4 16 41.7189 10.5 -41.7189 41.7189 13.5 -41.7189 43.4173 16 -39.7846 43.4173 13 -39.7846
4 16 43.4173 13 -39.7846 43.4173 16 -39.7846 46.8106 16 -35.9192 46.8106 13 -35.9192
4 16 46.8106 13 -35.9192 46.8106 16 -35.9192 51.094 16 -29.5 51.094 13 -29.5
4 16 51.094 13 -29.5 51.094 16 -29.5 54.5101 16 -22.5793 54.5101 13 -22.5793
4 16 54.5101 13 -22.5793 54.5101 16 -22.5793 56.9881 16 -15.2692 56.9881 13 -15.2692
4 16 56.9881 13 -15.2692 56.9881 16 -15.2692 58.4926 16 -7.6995 58.4926 13 -7.6995
4 16 58.4926 13 -7.6995 58.4926 16 -7.6995 59 16 0 59 13 0
4 16 59 13 0 59 16 0 58.4926 16 7.6995 58.4926 13 7.6995
4 16 58.4926 13 7.6995 58.4926 16 7.6995 56.9881 16 15.2692 56.9881 13 15.2692
4 16 56.9881 13 15.2692 56.9881 16 15.2692 54.5101 16 22.5793 54.5101 13 22.5793
4 16 54.5101 13 22.5793 54.5101 16 22.5793 51.094 16 29.5 51.094 13 29.5
4 16 51.094 13 29.5 51.094 16 29.5 46.8106 16 35.9192 46.8106 13 35.9192
4 16 46.8106 13 35.9192 46.8106 16 35.9192 43.4173 16 39.7846 43.4173 13 39.7846
4 16 43.4173 13 39.7846 43.4173 16 39.7846 41.7189 13.5 41.7189 41.7189 10.5 41.7189
4 16 41.7189 10.5 41.7189 41.7189 13.5 41.7189 39.7846 11 43.4173 39.7846 8 43.4173
4 16 39.7846 8 43.4173 39.7846 11 43.4173 35.9192 11 46.8106 35.9192 8 46.8106
4 16 35.9192 8 46.8106 35.9192 11 46.8106 29.5 11 51.094 29.5 8 51.094
4 16 29.5 8 51.094 29.5 11 51.094 22.5793 11 54.5101 22.5793 8 54.5101
4 16 22.5793 8 54.5101 22.5793 11 54.5101 15.2692 11 56.9881 15.2692 8 56.9881
4 16 15.2692 8 56.9881 15.2692 11 56.9881 7.6995 11 58.4926 7.6995 8 58.4926
4 16 7.6995 8 58.4926 7.6995 11 58.4926 0 11 59 0 8 59
4 16 0 18 -59 0 18 -56 3.0616 17.3912 -55.798 3.0616 17.3912 -59
4 16 3.0616 17.3912 -59 3.0616 17.3912 -55.798 5.6568 15.6568 -55.6269 5.6568 15.6568 -59
4 16 5.6568 15.6568 -59 5.6568 15.6568 -55.6269 7.3912 13.0616 -55.5015 7.3912 13.0616 -59
4 16 7.8011 11 -58.4729 7.3912 13.0616 -59 7.3912 13.0616 -55.5015 7.8011 11 -55.42
4 16 7.8011 11 -58.4729 7.8011 11 -55.42 14.4928 11 -54.0904 15.2692 11 -56.9881
4 16 15.2692 11 -56.9881 14.4928 11 -54.0904 21.4312 11 -51.7384 22.5793 11 -54.5101
4 16 22.5793 11 -54.5101 21.4312 11 -51.7384 28 11 -48.496 29.5 11 -51.094
4 16 29.5 11 -51.094 28 11 -48.496 34.0928 11 -44.4304 35.9192 11 -46.8106
4 16 35.9192 11 -46.8106 34.0928 11 -44.4304 37.7618 11 -41.2097 39.7846 11 -43.4173
3 16 39.7846 11 -43.4173 37.7618 11 -41.2097 39.5976 13.5 -39.5976
3 16 39.5976 13.5 -39.5976 41.7189 13.5 -41.7189 39.7846 11 -43.4173
3 16 41.7189 13.5 -41.7189 39.5976 13.5 -39.5976 41.2097 16 -37.7618
3 16 41.2097 16 -37.7618 43.4173 16 -39.7846 41.7189 13.5 -41.7189
4 16 43.4173 16 -39.7846 41.2097 16 -37.7618 44.4304 16 -34.0928 46.8106 16 -35.9192
4 16 46.8106 16 -35.9192 44.4304 16 -34.0928 48.496 16 -28 51.094 16 -29.5
4 16 51.094 16 -29.5 48.496 16 -28 51.7384 16 -21.4312 54.5101 16 -22.5793
4 16 54.5101 16 -22.5793 51.7384 16 -21.4312 54.0904 16 -14.4928 56.9881 16 -15.2692
4 16 56.9881 16 -15.2692 54.0904 16 -14.4928 55.5184 16 -7.308 58.4926 16 -7.6995
4 16 58.4926 16 -7.6995 55.5184 16 -7.308 56 16 0 59 16 0
4 16 59 16 0 56 16 0 55.5184 16 7.308 58.4926 16 7.6995
4 16 58.4926 16 7.6995 55.5184 16 7.308 54.0904 16 14.4928 56.9881 16 15.2692
4 16 56.9881 16 15.2692 54.0904 16 14.4928 51.7384 16 21.4312 54.5101 16 22.5793
4 16 54.5101 16 22.5793 51.7384 16 21.4312 48.496 16 28 51.094 16 29.5
4 16 51.094 16 29.5 48.496 16 28 44.4304 16 34.0928 46.8106 16 35.9192
4 16 37.7618 11 41.2097 34.0928 11 44.4304 35.9192 11 46.8106 39.7846 11 43.4173
3 16 39.5976 13.5 39.5976 37.7618 11 41.2097 39.7846 11 43.4173
3 16 39.7846 11 43.4173 41.7189 13.5 41.7189 39.5976 13.5 39.5976
3 16 41.2097 16 37.7618 39.5976 13.5 39.5976 41.7189 13.5 41.7189
3 16 41.7189 13.5 41.7189 43.4173 16 39.7846 41.2097 16 37.7618
4 16 44.4304 16 34.0928 41.2097 16 37.7618 43.4173 16 39.7846 46.8106 16 35.9192
4 16 35.9192 11 46.8106 34.0928 11 44.4304 28 11 48.496 29.5 11 51.094
4 16 29.5 11 51.094 28 11 48.496 21.4312 11 51.7384 22.5793 11 54.5101
4 16 22.5793 11 54.5101 21.4312 11 51.7384 14.4928 11 54.0904 15.2692 11 56.9881
4 16 15.2692 11 56.9881 14.4928 11 54.0904 7.308 11 55.5184 7.6995 11 58.4926
4 16 7.6995 11 58.4926 7.308 11 55.5184 0 11 56 0 11 59
4 16 0 4 -56 5.6568 15.6568 -55.6269 3.0616 17.3912 -55.798 0 18 -56
4 16 0 4 -56 7.308 4 -55.5184 7.308 13.1862 -55.5184 5.6568 15.6568 -55.6269
4 16 7.8011 11 -55.42 7.3912 13.0616 -55.5015 7.308 13.1862 -55.5184 7.308 4 -55.5184
4 16 14.4928 11 -54.0904 7.8011 11 -55.42 7.308 4 -55.5184 14.4928 4 -54.0904
4 16 21.4312 11 -51.7384 14.4928 11 -54.0904 14.4928 4 -54.0904 21.4312 4 -51.7384
4 16 28 11 -48.496 21.4312 11 -51.7384 21.4312 4 -51.7384 28 4 -48.496
4 16 34.0928 11 -44.4304 28 11 -48.496 28 4 -48.496 34.0928 4 -44.4304
4 16 37.7618 11 -41.2097 34.0928 11 -44.4304 34.0928 4 -44.4304 39.5976 4 -39.5976
3 16 37.7618 11 -41.2097 39.5976 4 -39.5976 39.5976 13.5 -39.5976
3 16 39.5976 4 -39.5976 41.2097 16 -37.7618 39.5976 13.5 -39.5976
4 16 41.2097 16 -37.7618 39.5976 4 -39.5976 44.4304 4 -34.0928 44.4304 16 -34.0928
4 16 48.496 16 -28 44.4304 16 -34.0928 44.4304 4 -34.0928 48.496 4 -28
4 16 51.7384 16 -21.4312 48.496 16 -28 48.496 4 -28 51.7384 4 -21.4312
4 16 54.0904 16 -14.4928 51.7384 16 -21.4312 51.7384 4 -21.4312 54.0904 4 -14.4928
4 16 55.5184 16 -7.308 54.0904 16 -14.4928 54.0904 4 -14.4928 55.5184 4 -7.308
4 16 56 16 0 55.5184 16 -7.308 55.5184 4 -7.308 56 4 0
4 16 55.5184 16 7.308 56 16 0 56 4 0 55.5184 4 7.308
4 16 54.0904 16 14.4928 55.5184 16 7.308 55.5184 4 7.308 54.0904 4 14.4928
4 16 51.7384 16 21.4312 54.0904 16 14.4928 54.0904 4 14.4928 51.7384 4 21.4312
4 16 48.496 16 28 51.7384 16 21.4312 51.7384 4 21.4312 48.496 4 28
4 16 44.4304 16 34.0928 48.496 16 28 48.496 4 28 44.4304 4 34.0928
4 16 41.2097 16 37.7618 44.4304 16 34.0928 44.4304 4 34.0928 39.5976 4 39.5976
3 16 41.2097 16 37.7618 39.5976 4 39.5976 39.5976 13.5 39.5976
3 16 39.5976 13.5 39.5976 39.5976 4 39.5976 37.7618 11 41.2097
4 16 34.0928 11 44.4304 37.7618 11 41.2097 39.5976 4 39.5976 34.0928 4 44.4304
4 16 28 11 48.496 34.0928 11 44.4304 34.0928 4 44.4304 28 4 48.496
4 16 21.4312 11 51.7384 28 11 48.496 28 4 48.496 21.4312 4 51.7384
4 16 14.4928 11 54.0904 21.4312 11 51.7384 21.4312 4 51.7384 14.4928 4 54.0904
4 16 7.308 11 55.5184 14.4928 11 54.0904 14.4928 4 54.0904 7.308 4 55.5184
4 16 0 11 56 7.308 11 55.5184 7.308 4 55.5184 0 4 56
4 16 0 2 -59 0 18 -59 3.0616 17.3912 -59 3.0616 2.6088 -59
4 16 3.0616 2.6088 -59 3.0616 17.3912 -59 5.6568 15.6568 -59 5.6568 4.3432 -59
4 16 5.6568 4.3432 -59 5.6568 15.6568 -59 7.3912 13.0616 -59 7.3912 6.9384 -59
3 16 7.3912 6.9384 -59 7.3912 13.0616 -59 7.6022 8 -59
3 16 7.6022 8 -59 7.3912 13.0616 -59 8 10 -59
0 // Edges
2 24 3.0616 2.6088 -59.79821 5.6568 4.3432 -59.6272
2 24 56.9881 13 -15.2692 58.4926 13 -7.6995
2 24 59 13 0 58.4926 13 7.6995
2 24 30 8 51.96 22.962 8 55.434
2 24 57.954 13 15.528 55.434 13 22.962
2 24 58.4926 16 -7.6995 59 16 0
2 24 41.7189 13.5 -41.7189 43.4173 16 -39.7846
2 24 43.4173 16 -39.7846 46.8106 16 -35.9192
2 24 28 11 48.496 21.4312 11 51.7384
2 24 3.0616 17.3912 -59 0 18 -59
2 24 7.83 8 -59.484 15.528 8 -57.954
2 24 37.7618 11 41.2097 39.5976 13.5 39.5976
2 24 43.4173 13 39.7846 41.7189 10.5 41.7189
2 24 58.4926 13 7.6995 56.9881 13 15.2692
2 24 56.9881 13 15.2692 54.5101 13 22.5793
2 24 15.2692 11 -56.9881 22.5793 11 -54.5101
2 24 29.5 8 51.094 22.5793 8 54.5101
2 24 41.7189 10.5 41.7189 39.7846 8 43.4173
2 24 22.5793 8 -54.5101 29.5 8 -51.094
2 24 5.6568 4.3432 -59.6272 7.3912 6.9384 -59.51293
2 24 22.5793 11 54.5101 15.2692 11 56.9881
2 24 41.2097 16 -37.7618 39.5976 13.5 -39.5976
2 24 59.484 13 -7.83 60 13 0
2 24 51.96 13 -30 55.434 13 -22.962
2 24 7.3912 6.9384 -59.51293 7.6022 8 -59.499
2 24 7.6995 8.4916 -58.4926 7.6995 8 -58.4926
2 24 5.6568 4.3432 -59 7.3912 6.9384 -59
2 24 8 10 -58.4334 7.6022 8 -58.4994
2 24 8 10 -58.4334 7.8011 11 -58.4729
2 24 7.3912 13.0616 -55.5015 7.8011 11 -55.42
2 24 5.6568 15.6568 -55.6269 7.3912 13.0616 -55.5015
2 24 58.4926 13 -7.6995 59 13 0
2 24 7.6022 8 -59.499 7.6022 8 -59
2 24 8 10 -59 7.6022 8 -59
2 24 21.4312 11 51.7384 14.4928 11 54.0904
2 24 55.434 13 22.962 51.96 13 30
2 24 51.094 13 -29.5 54.5101 13 -22.5793
2 24 51.7384 16 -21.4312 54.0904 16 -14.4928
2 24 7.6995 8 -58.4926 15.2692 8 -56.9881
2 24 35.9192 8 -46.8106 39.7846 8 -43.4173
2 24 41.7189 13.5 41.7189 39.7846 11 43.4173
2 24 7.8011 11 -55.42 14.4928 11 -54.0904
2 24 39.7846 8 -43.4173 41.7189 10.5 -41.7189
2 24 55.5184 16 7.308 54.0904 16 14.4928
2 24 35.9192 11 46.8106 29.5 11 51.094
2 24 7.3912 13.0616 -59 8 10 -59
2 24 15.2692 11 56.9881 7.6995 11 58.4926
2 24 14.4928 11 -54.0904 21.4312 11 -51.7384
2 24 42.426 10.5 42.426 40.4588 8 44.153
2 24 44.4304 16 -34.0928 48.496 16 -28
2 24 44.4304 16 34.0928 41.2097 16 37.7618
2 24 37.7618 11 41.2097 34.0928 11 44.4304
2 24 57.954 13 -15.528 59.484 13 -7.83
2 24 7.8011 11 -58.4729 15.2692 11 -56.9881
2 24 5.6568 15.6568 -59 3.0616 17.3912 -59
2 24 54.0904 16 14.4928 51.7384 16 21.4312
2 24 22.5793 8 54.5101 15.2692 8 56.9881
2 24 54.5101 13 22.5793 51.094 13 29.5
2 24 54.5101 16 -22.5793 56.9881 16 -15.2692
2 24 35.9192 11 -46.8106 39.7846 11 -43.4173
2 24 58.4926 16 7.6995 56.9881 16 15.2692
2 24 7.6022 8 -59 7.6022 8 -58.4994
2 24 7.6995 8 58.4926 0 8 59
2 24 0 2 -59 3.0616 2.6088 -59
2 24 7.83 8 59.484 0 8 60
2 24 46.8106 13 35.9192 43.4173 13 39.7846
2 24 15.528 8 -57.954 22.962 8 -55.434
2 24 47.604 13 -36.528 51.96 13 -30
2 24 34.0928 11 -44.4304 37.7618 11 -41.2097
2 24 51.094 16 29.5 46.8106 16 35.9192
2 24 29.5 11 -51.094 35.9192 11 -46.8106
2 24 22.962 8 55.434 15.528 8 57.954
2 24 40.4588 8 -44.153 42.426 10.5 -42.426
2 24 7.6022 8 -59 7.3912 6.9384 -59
2 24 56 16 0 55.5184 16 7.308
2 24 56.9881 16 15.2692 54.5101 16 22.5793
2 24 15.528 8 57.954 7.83 8 59.484
2 24 7.6995 11 58.4926 0 11 59
2 24 39.5976 13.5 39.5976 41.2097 16 37.7618
2 24 54.5101 13 -22.5793 56.9881 13 -15.2692
2 24 3.0616 2.6088 -59 5.6568 4.3432 -59
2 24 28 11 -48.496 34.0928 11 -44.4304
2 24 14.4928 11 54.0904 7.308 11 55.5184
2 24 59.484 13 7.83 57.954 13 15.528
2 24 43.4173 16 39.7846 41.7189 13.5 41.7189
2 24 29.5 11 51.094 22.5793 11 54.5101
2 24 46.8106 16 -35.9192 51.094 16 -29.5
2 24 48.496 16 -28 51.7384 16 -21.4312
2 24 7.308 11 55.5184 0 11 56
2 24 3.0616 17.3912 -55.798 5.6568 15.6568 -55.6269
2 24 42.426 10.5 -42.426 44.153 13 -40.4588
2 24 51.094 13 29.5 46.8106 13 35.9192
2 24 7.8011 11 -55.42 7.8011 11 -58.4729
2 24 36.528 8 47.604 30 8 51.96
2 24 0 2 -60 3.0616 2.6088 -59.79821
2 24 21.4312 11 -51.7384 28 11 -48.496
2 24 39.7846 11 -43.4173 41.7189 13.5 -41.7189
2 24 40.4588 8 44.153 36.528 8 47.604
2 24 7.83 8 -59.484 7.6022 8 -59.499
2 24 41.7189 10.5 -41.7189 43.4173 13 -39.7846
2 24 34.0928 11 44.4304 28 11 48.496
2 24 39.7846 8 43.4173 35.9192 8 46.8106
2 24 46.8106 16 35.9192 43.4173 16 39.7846
2 24 55.434 13 -22.962 57.954 13 -15.528
2 24 47.604 13 36.528 44.153 13 40.4588
2 24 41.2097 16 -37.7618 44.4304 16 -34.0928
2 24 44.153 13 40.4588 42.426 10.5 42.426
2 24 39.5976 13.5 -39.5976 37.7618 11 -41.2097
2 24 51.96 13 30 47.604 13 36.528
2 24 35.9192 8 46.8106 29.5 8 51.094
2 24 0 18 -56 3.0616 17.3912 -55.798
2 24 43.4173 13 -39.7846 46.8106 13 -35.9192
2 24 29.5 8 -51.094 35.9192 8 -46.8106
2 24 7.6995 8 -58.4926 7.6022 8 -58.4994
2 24 51.7384 16 21.4312 48.496 16 28
2 24 51.094 16 -29.5 54.5101 16 -22.5793
2 24 55.5184 16 -7.308 56 16 0
2 24 56.9881 16 -15.2692 58.4926 16 -7.6995
2 24 54.0904 16 -14.4928 55.5184 16 -7.308
2 24 22.962 8 -55.434 30 8 -51.96
2 24 44.153 13 -40.4588 47.604 13 -36.528
2 24 46.8106 13 -35.9192 51.094 13 -29.5
2 24 22.5793 11 -54.5101 29.5 11 -51.094
2 24 54.5101 16 22.5793 51.094 16 29.5
2 24 48.496 16 28 44.4304 16 34.0928
2 24 15.2692 8 56.9881 7.6995 8 58.4926
2 24 30 8 -51.96 36.528 8 -47.604
2 24 7.3912 13.0616 -59 5.6568 15.6568 -59
2 24 60 13 0 59.484 13 7.83
2 24 36.528 8 -47.604 40.4588 8 -44.153
2 24 59 16 0 58.4926 16 7.6995
2 24 15.2692 8 -56.9881 22.5793 8 -54.5101
2 24 39.7846 11 43.4173 35.9192 11 46.8106
2 24 37.7618 11 -41.2097 39.7846 11 -43.4173
2 24 37.7618 11 41.2097 39.7846 11 43.4173
2 24 40.4588 8 44.153 39.7846 8 43.4173
2 24 39.7846 8 -43.4173 40.4588 8 -44.153
2 24 43.4173 16 -39.7846 41.2097 16 -37.7618
2 24 44.153 13 40.4588 43.4173 13 39.7846
2 24 43.4173 13 -39.7846 44.153 13 -40.4588
2 24 43.4173 16 39.7846 41.2097 16 37.7618
0 // Conditional lines
5 24 30 0 -51.96 30 8 -51.96 36.528 8 -47.604 22.962 0 -55.434
5 24 7.308 4 55.5184 7.308 11 55.5184 14.4928 11 54.0904 0 4 56
5 24 14.4928 11 -54.0904 14.4928 4 -54.0904 7.8011 11 -55.42 21.4312 4 -51.7384
5 24 3.0616 2.6088 -59 3.0616 2.6088 -59.79821 5.6568 4.3432 -59 0 2 -60
5 24 22.5793 8 54.5101 22.5793 11 54.5101 15.2692 11 56.9881 29.5 8 51.094
5 24 29.5 11 51.094 29.5 8 51.094 22.5793 11 54.5101 35.9192 8 46.8106
5 24 46.8106 13 -35.9192 46.8106 16 -35.9192 51.094 16 -29.5 43.4173 13 -39.7846
5 24 39.5976 4 -39.5976 39.5976 13.5 -39.5976 41.2097 16 -37.7618 37.7618 11 -41.2097
5 24 55.5184 4 -7.308 55.5184 16 -7.308 56 4 0 54.0904 16 -14.4928
5 24 35.9192 11 -46.8106 35.9192 8 -46.8106 39.7846 11 -43.4173 29.5 8 -51.094
5 24 47.604 13 36.528 47.604 0 36.528 51.96 0 30 44.153 13 40.4588
5 24 57.954 0 15.528 57.954 13 15.528 59.484 0 7.83 55.434 13 22.962
5 24 42.426 10.5 42.426 42.426 0 42.426 40.4588 8 44.153 44.153 13 40.4588
5 24 47.604 13 -36.528 47.604 0 -36.528 51.96 13 -30 42.426 0 -42.426
5 24 7.83 8 59.484 7.83 0 59.484 15.528 0 57.954 0 8 60
5 24 51.094 16 29.5 51.094 13 29.5 54.5101 13 22.5793 46.8106 16 35.9192
5 24 8 10 -59 8 10 -58.4334 7.6022 8 -58.4994 7.3912 13.0616 -59
5 24 44.4304 4 -34.0928 44.4304 16 -34.0928 48.496 4 -28 41.2097 16 -37.7618
5 24 7.83 8 -59.484 7.83 0 -59.484 7.3912 6.9384 -59.51293 15.528 8 -57.954
5 24 15.528 0 57.954 15.528 8 57.954 7.83 8 59.484 22.962 0 55.434
5 24 55.434 13 -22.962 55.434 0 -22.962 51.96 0 -30 57.954 13 -15.528
5 24 29.5 11 -51.094 29.5 8 -51.094 35.9192 11 -46.8106 22.5793 8 -54.5101
5 24 39.7846 11 -43.4173 39.5976 13.5 -39.5976 37.7618 11 -41.2097 41.7189 13.5 -41.7189
5 24 39.5976 13.5 -39.5976 41.7189 13.5 -41.7189 39.7846 11 -43.4173 41.2097 16 -37.7618
5 24 41.7189 13.5 -41.7189 41.2097 16 -37.7618 43.4173 16 -39.7846 39.5976 13.5 -39.5976
5 24 48.496 16 28 48.496 4 28 51.7384 16 21.4312 44.4304 4 34.0928
5 24 34.0928 4 -44.4304 34.0928 11 -44.4304 28 11 -48.496 39.5976 4 -39.5976
5 24 54.0904 4 14.4928 54.0904 16 14.4928 51.7384 4 21.4312 55.5184 16 7.308
5 24 58.4926 13 7.6995 58.4926 16 7.6995 59 13 0 56.9881 16 15.2692
5 24 5.6568 15.6568 -55.6269 5.6568 15.6568 -59 3.0616 17.3912 -59 7.3912 13.0616 -55.5015
5 24 48.496 16 -28 48.496 4 -28 44.4304 16 -34.0928 51.7384 4 -21.4312
5 24 59.484 13 7.83 59.484 0 7.83 60 0 0 57.954 13 15.528
5 24 7.308 4 -55.5184 7.308 13.1862 -55.5184 5.6568 15.6568 -55.6269 7.8011 11 -55.42
5 24 22.962 8 55.434 22.962 0 55.434 15.528 8 57.954 30 0 51.96
5 24 14.4928 11 54.0904 14.4928 4 54.0904 21.4312 11 51.7384 7.308 4 55.5184
